,username,screen_name,user_location,user_verified,followers_count,friends_count,listed_count,tweet_created_at,tweet_text,tweet_coordinates,tweet_place,tweet_favorite_count
132,Gioia Massa,plantsinspace,,False,1024,97,14,2020-12-11 02:19:49,"RT @NASAGeneLab: Created by #TheGilroyLab, TOAST, the data-mining and #visualization tool, enables scientists in the lab to look for #trans…",,,0
133,Thomson 😷,thedigitalmonk,"Mumbai, India",False,212,190,3,2020-12-11 02:18:50,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
134,Deepak Sharma,deepaks411,"Gurgaon, India",False,58,169,10,2020-12-11 02:16:16,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
135,Patrick Goldrick,RealGoldrick,"Chicago, IL",False,35,133,0,2020-12-11 02:16:12,@FTRSBlog What site is this? That mirrored line and those color choices leave a little to be desired in data visualization!,,,0
136,"😷Arlene Salazar, Librarian",alkekarlene,"San Marcos, TX",False,688,2255,11,2020-12-11 02:14:38,"RT @infodocket: New #Data: U.S. Census Bureau Releases New American Community Survey 5-Year Estimates, Interactive Data #Visualization Tool…",,,0
137,Vinay Nathan,vinaynathan,"Pune (India), San Jose (USA)",False,656,1009,42,2020-12-11 02:12:21,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
138,Eb,SuperEbza,"Randburg, South Africa",False,1721,1540,114,2020-12-11 02:12:11,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
139,Brian Blank,DBrianBlank,,False,353,1594,2,2020-12-11 02:08:02,"This is awesome!!! The football play is just as cool! Well done, @bmacGTPM! Great #visualization of how plays evolv… https://t.co/H6de4wy41V",,,1
140,👉⭐️Thinker⭐️👈,ML_DL_eng,,False,382,1595,1,2020-12-11 02:07:57,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
141,Rachel*,Rachel30413825,,False,5,156,0,2020-12-11 02:06:32,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
142,Ian Rosen,ianrosen,NYC USA,False,3170,1008,95,2020-12-11 02:06:10,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
143,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-11 02:05:43,"Transfers Out Last Hour(Top 5): 

Ziyech(-4362)
Rodríguez(-1792)
Calvert-Lewin(-1431)
Fernandes(-768)
Werner(-626)… https://t.co/DWgozu2ix5",,,1
144,Rich,RichJamJr,,False,20,106,0,2020-12-11 02:00:49,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
145,Library Journal,LibraryJournal,"New York, NY",True,239223,407,5840,2020-12-11 02:00:43,"New #Data: U.S. Census Bureau Releases New American Community Survey 5-Year Estimates, Interactive Data… https://t.co/cUhcft9fLm",,,2
146,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-11 02:00:41,"Transfers In Last Hour(Top 5): 

Salah(2385)
Wilson(2286)
Ward-Prowse(1545)
Grealish(1359)
Bamford(1289)

Fri, 11 D… https://t.co/Nd6AGarsM3",,,0
147,RJ (WFH & wears a mask😷 everywhere else),rpodeschi,,False,282,288,25,2020-12-11 01:59:12,I need the semester to end. I first read this as “A New time series is coming to Disney+.” Yay data visualization! https://t.co/C01dSxgWpH,,,2
148,Michael Lahey,refriedecoplasm,"Atlanta, GA",False,67,1140,0,2020-12-11 01:56:22,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
149,Jeremy Jay,thepbnjay,"Charlotte, NC",False,202,380,8,2020-12-11 01:54:43,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
150,Karmina Arroyo,karroyor,"Santa Rosalía, B.C.S. México.",False,121,178,5,2020-12-11 01:53:36,RT @dataMares: Did you know you can explore a list of all species recorded in the management plans for 32 of Mexico's marine protected area…,,,0
151,Alejandro Afonso,aleafonso,,False,586,617,30,2020-12-11 01:50:31,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
152,mani sarkar  🚀 🏆 craft-at-heart,theNeomatrix369,UK,False,2214,1623,122,2020-12-11 01:49:55,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
153,Assessment-guru,AssessmentG,,False,9,42,0,2020-12-11 01:49:15,Data visualization cheat sheets!!! Who knew?  Why oh why didn't I find these BEFORE I had pretty much completed my… https://t.co/YXGvWeefda,,,0
154,zulfan_azhari,zulfan_azhari,Lhokseumawe,False,111,182,0,2020-12-11 01:46:36,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
155,MegaBELL,4c7f21ac5bb74b0,,False,1312,1752,150,2020-12-11 01:43:38,RT @DD_FaFa_: Create Your Free Account. Introduction to Data Visualization in Python: Learn complex data visualization techniques using Mat…,,,0
156,Python for Data Science,py_data_sci,,False,1310,2,11,2020-12-11 01:40:10,RT @samiyenefikir: Cohort-style learning with 500+ students of all ages and walks of life. Saturday lectures are combined with a data scien…,,,0
157,Tom Chernetsky,tchernetsky,,False,107,439,4,2020-12-11 01:39:48,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
158,KentBottles,KentBottles,Philadelphia area,False,11585,2374,963,2020-12-11 01:38:43,Overcoming Resistance to Big Data and Operational Changes Through Interactive Data Visualization https://t.co/pkDs504bjx,,,0
159,don’t trust habeshas/ቄዮ,samiyenefikir,🌍,False,140,253,1,2020-12-11 01:37:26,Cohort-style learning with 500+ students of all ages and walks of life. Saturday lectures are combined with a data… https://t.co/UQNuO0eDMk,,,2
160,yes. ✍🏾,livefreedom7,,False,19,79,0,2020-12-11 01:34:03,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
161,Chimcuxanh Gaming,ChimcuxanhGami1,,False,1,34,0,2020-12-11 01:33:53,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
162,🗳Andrew 😷 Hinton,inkblurt,Atlanta,False,8585,1168,577,2020-12-11 01:33:39,"Thanks for the answers so far! 

I should’ve specified: what *online course* would you recommend for data visualiza… https://t.co/YkYRkEjnuM",,,1
163,wagiuseppe,wagiuseppe,,False,43,230,2,2020-12-11 01:31:55,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
164,Chimcuxanh Gaming,ChimcuxanhGami1,,False,1,34,0,2020-12-11 01:31:54,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
165,Will Truman,trumwill,"Mudfort, WV",False,3102,875,91,2020-12-11 01:31:00,"The Map of Doom: A Data-Driven Visualization of the Biggest Threats to Humanity, Ranked from Likely to Unlikely https://t.co/NUAlufsR81",,,0
166,Dean Malmgren,deanmalmgren,"Chicago, IL",False,1264,494,117,2020-12-11 01:29:05,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
167,Hildegarde Jones,iamhildegarde,"Los Angeles, CA",False,8,160,0,2020-12-11 01:19:13,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
168,cass wilkinson saldaña,mxcatnap,west philly,False,827,1276,19,2020-12-11 01:18:12,"RT @MatthewLSisk: Happy to have this paper written with Negeen Aghassibake and @jjoque come out today.
https://t.co/6coDJmm3cS",,,0
169,AI Bot,trendsinAI,,False,547,377,22,2020-12-11 01:15:11,RT @SuriyaSubraman: OmniSci Recognized as the Best Data Visualization Solution by the 2020 Tech Ascension Awards: The OmniSci platform allo…,,,0
170,Suriya Subramanian,SuriyaSubraman,"London, UK",False,4628,3306,102,2020-12-11 01:15:03,OmniSci Recognized as the Best Data Visualization Solution by the 2020 Tech Ascension Awards: The OmniSci platform… https://t.co/lxlASSHYGD,,,0
171,Mark B. Green,wellitmatters,"New York, NY",False,274,4113,0,2020-12-11 01:14:58,"RT @BettinaForget: Data visualization insights:
Land doesn't vote. People do.
#USElection2020 https://t.co/MJWKPftOsx",,,0
172,Matt Seitz,seitz2all,"San Jose, CA",False,446,897,1,2020-12-11 01:08:06,"@smc347 @RedFizo1 @_MoCowBell_ @AtwaterReal @DiogenesLamp0 @JesseRodriguez @MSNBC @profwade_ is the author, maybe h… https://t.co/QuXpO3zF13",,,0
173,辻啓斗,oOgnxSLoJbENWJ2,,False,1083,5002,6,2020-12-11 01:07:43,"RT @Siemens_Energy: Using real-time data from a cloud-based storage and visualization platform, Cairo's 🇪🇬 Metro Line 3 expansion will bene…",,,0
174,Diego Eis,diegoeis,São Paulo,False,8617,137,303,2020-12-11 01:07:42,"Apple Product Release Patterns — InfoNewt, Data Visualization &amp; Infographics Design https://t.co/RiGKBuvhjF",,,1
175,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-11 01:05:43,"Transfers Out Last Hour(Top 5): 

Ziyech(-5429)
Rodríguez(-2296)
Calvert-Lewin(-1788)
Fernandes(-986)
Werner(-858)… https://t.co/WcvSdqVpkX",,,0
176,𝓔𝓭𝓾𝓪𝓻𝓭𝓸 𝓡𝓲𝓿𝓮𝓻𝓸𝓼 𝓠𝓾𝓲𝓻𝓸𝔃,eduardoriverosq,Santiago / Chile,False,10303,9403,433,2020-12-11 01:04:49,RT @DD_FaFa_: Create Your Free Account. Introduction to Data Visualization in Python: Learn complex data visualization techniques using Mat…,,,0
177,Kris Karzy,kriskarzy,,False,83,417,1,2020-12-11 01:03:59,Data Visualization and then what https://t.co/5HcGToqtIW,,,0
178,dataMares,dataMares,,False,1284,761,78,2020-12-11 01:01:41,Did you know you can explore a list of all species recorded in the management plans for 32 of Mexico's marine prote… https://t.co/BSzDCpSGTP,,,5
179,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-11 01:00:42,"Transfers In Last Hour(Top 5): 

Wilson(2994)
Salah(2978)
Ward-Prowse(1880)
Bamford(1750)
Grealish(1620)

Fri, 11 D… https://t.co/3E7jRIDuV0",,,0
180,Reedah's Godfather,takahxro,,False,237,271,1,2020-12-11 01:00:10,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
181,Alien without UFO,pamitt77,,False,83,27,0,2020-12-11 00:58:29,RT @anirb_das: @David_J_Bier I have a friend who qualifies for the Data Visualization Engineer position. I will send him the details.,,,0
182,GWNYFCA,GWNYFilmCritics,Greater Western New York,False,328,226,6,2020-12-11 00:58:00,"RT @squeakybuffalo: Tomorrow, 6 pm ET: Join us for the premiere of the 2nd episode of @publicvis 's PASSING THROUGH THE HEART! Joined by gu…",,,0
183,JennaKLovelyPharmD,jenna_k_lovely,,False,232,1239,3,2020-12-11 00:56:26,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
184,❄ Phyl Undhu ☃️,PhylUndhu,Shanghai,False,18,100,3,2020-12-11 00:54:05,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
185,Matt Seitz,seitz2all,"San Jose, CA",False,446,897,1,2020-12-11 00:50:52,@smc347 @RedFizo1 @_MoCowBell_ @AtwaterReal @DiogenesLamp0 @JesseRodriguez @MSNBC And NY has been lower than FL for… https://t.co/xiDuHmsKZJ,,,1
186,malibrán,unarbolconramas,"Monterrey, México",False,103,1027,0,2020-12-11 00:50:23,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
187,Priya,pripri_ke,,False,125,1399,0,2020-12-11 00:47:39,"I am a sucker for a good data visualization.

 But seriously - this highlights how there's already transit desserts… https://t.co/VabhN36R9u",,,1
188,Matt Seitz,seitz2all,"San Jose, CA",False,446,897,1,2020-12-11 00:46:27,@smc347 @RedFizo1 @_MoCowBell_ @AtwaterReal @DiogenesLamp0 @JesseRodriguez @MSNBC Same for TX?… https://t.co/2VtjTc4Nl4,,,0
189,like and retweet Bot,bungobot1,In your book,False,237,1,8,2020-12-11 00:45:54,RT @DD_FaFa_: Create Your Free Account. Introduction to Data Visualization in Python: Learn complex data visualization techniques using Mat…,,,0
190,Margot Williams @home,MargotWilliams,Washington DC,True,5307,1546,308,2020-12-11 00:42:25,"RT @infodocket: New #Data: U.S. Census Bureau Releases New American Community Survey 5-Year Estimates, Interactive Data #Visualization Tool…",,,0
191,Erin Atkinson,ErinAtk82589733,,False,67,1962,0,2020-12-11 00:42:02,RT @benhamner: VS Code data structure visualization extension. This is neat https://t.co/HdxSg69oJg https://t.co/TZFP2gptU2,,,0
192,LJ's infoDOCKET,infodocket,,False,5895,189,549,2020-12-11 00:41:54,"New #Data: U.S. Census Bureau Releases New American Community Survey 5-Year Estimates, Interactive Data… https://t.co/jJjRYIcCwq",,,2
193,Poe,legalHSKpanda,,False,777,2582,2,2020-12-11 00:41:30,RT @anirb_das: @David_J_Bier I have a friend who qualifies for the Data Visualization Engineer position. I will send him the details.,,,0
194,Python for Data Science,py_data_sci,,False,1310,2,11,2020-12-11 00:41:28,RT @DD_FaFa_: Create Your Free Account. Introduction to Data Visualization in Python: Learn complex data visualization techniques using Mat…,,,0
195,Rasna Goenka,rasna06,,False,200,222,9,2020-12-11 00:39:47,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
196,fafa.👩🏻‍💻,DD_FaFa_,Melbourne Australia,False,23603,14522,736,2020-12-11 00:39:17,Create Your Free Account. Introduction to Data Visualization in Python: Learn complex data visualization techniques… https://t.co/VKuq7MkUGc,,,5
197,Maia K,MkwUltra,"Philadelphia, PA",False,15,357,0,2020-12-11 00:36:51,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
198,Matt Seitz,seitz2all,"San Jose, CA",False,446,897,1,2020-12-11 00:36:22,"@RedFizo1 @_MoCowBell_ @AtwaterReal @DiogenesLamp0 @JesseRodriguez @MSNBC The 65+ population (FL: 20.6%, NY 16.9%)… https://t.co/nuAlfP34j9",,,0
199,Lexi Schilf,lexischilf,"Chicago, IL",False,198,893,5,2020-12-11 00:35:13,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
200,Ashish 🚀🚀,dr_coderr,On Internet,False,235,1623,5,2020-12-11 00:32:21,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
201,Atique Ahmed 📹 Mentor at 🆈🅾🆄🆃🆄🅱🅴 CodezTech,atqzahmd,"Bengaluru South, Karnataka",False,136,17,2,2020-12-11 00:31:23,"RT @TheInsaneApp: 🔥 Data Visualization Cheatsheet

#DataScience #MachineLearning #BigData #ArtificialIntelligence #AI #ML https://t.co/OvGJ…",,,0
202,Michael Bishop 🇨🇦🇺🇸,thatMikeBishop,"Ottawa, Ontario",False,527,809,22,2020-12-11 00:30:27,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
203,Julius Adedeji🦅,julius_ilv,"Lagos, Nigeria",False,178,407,1,2020-12-11 00:27:15,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
204,Thomas Krub,Tiwjizzbo,Chiang Mai,False,48,209,0,2020-12-11 00:25:45,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
205,The Spirit of Creative Technologies,TheSpiritofCre1,,False,4,2,0,2020-12-11 00:25:13,"Alpha Horns is a data visualization that explores the coronavirus pandemic, incorporating wireless communications a… https://t.co/mERakYCxEs",,,0
206,RuJ,tiredmandem,Uganda,False,174,360,0,2020-12-11 00:23:01,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
207,Mary Shiraef,MaryShiraef,Palo Alto,False,63,99,0,2020-12-11 00:21:12,"Also, see case count and mortality data over time with our maptool visualization: https://t.co/idwGiT983m",,,0
208,John V Prath,writerjvp,"Texas, USA",False,39841,37574,1840,2020-12-11 00:21:02,"New Data: U.S. Census Bureau Releases New American Community Survey 5-Year Estimates, Data Visualization Tools Also… https://t.co/YHi39CpGtq",,,0
209,Stephen A. B. THE RETURN OF OPTIMUS PRIME⚡💻📱📈🌍,STAYJID2000,West Africa ,False,30135,33137,430,2020-12-11 00:16:25,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
210,Natalie,nataliese,On Indigenous Land (London),False,659,611,30,2020-12-11 00:15:45,RT @HaywardMariam: GIS mapping can be a powerful tool for improving the understanding of data through visualization in maps. It can enable…,,,0
211,Tara Holmes 🧚,tmhol,San Francisco,False,801,1640,70,2020-12-11 00:13:49,"RT @Bob_Wachter: This is one powerful, and heartbreaking, data visualization.",,,0
212,DREW DANIEL,DDDrewDaniel,"Baltimore, Maryland",False,9093,2734,127,2020-12-11 00:13:17,"have all my early modernist pals on the TL already noticed how incredibly cool, elegant &amp; useful this… https://t.co/3V7SET88HW",,,3
213,Terry McCann,SQLShark,Exeter,False,2158,429,96,2020-12-11 00:12:49,"RT @abhi_tweeter: Check out this workshop by @MrSiWhiteley and @AdiPolak - You'll learn about Data #Analytics, #SQL, and Data Visualization…",,,0
214,Matt Seitz,seitz2all,"San Jose, CA",False,446,897,1,2020-12-11 00:12:09,@_MoCowBell_ @AtwaterReal @DiogenesLamp0 @JesseRodriguez @MSNBC NYs lockdowns brought daily deaths down below FL’s… https://t.co/KdoQfdni4l,,,1
215,EndSARS Adane,NanaOAdane,"Accra, Ghana",False,350,448,6,2020-12-11 00:11:44,@Citi973 Is it just me or doing data visualization like this doesn't tell the right story about the numbers? It doe… https://t.co/znZHk2vJ9F,,,0
216,Abhi,xakki1337,,False,41,44,0,2020-12-11 00:10:25,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
217,Mohamad Rizal,mohamad_rizal,Laboratory of Life,False,384,468,3,2020-12-11 00:08:07,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
218,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-11 00:05:44,"Transfers Out Last Hour(Top 5): 

Ziyech(-7070)
Rodríguez(-2845)
Calvert-Lewin(-2150)
Fernandes(-1243)
Werner(-1189… https://t.co/hps5DkXfjj",,,0
219,Mac Daddy 🇿🇼 ❤️🌍,donnyblaze1000,"Harare, Zimbabwe",False,1508,1746,0,2020-12-11 00:05:19,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
220,sunstro,sunstrous,Mare Tranquillitatis,False,1160,279,4,2020-12-11 00:03:14,"RT @CartmanCoD: Going live now 

I'll be demoing some data visualization software that I've spent the last few months working on. Let's loo…",,,0
221,Visual Contenting,VContenting,,False,1396,781,702,2020-12-11 00:02:45,#visualcontenting #contentmarketing #socialmedia #seo The Do’s and Don’ts of Data Visualization on the Web https://t.co/PzIf6cROmq,,,0
222,Despoina Arapidou,DespoinaArapid1,,False,0,19,0,2020-12-11 00:02:16,Gephi is an open-source software for network visualization and analysis. It helps data analysts to intuitively reve… https://t.co/b0nUeL75qS,,,0
223,fplAnalytics,fplAnalytics,,False,4015,942,95,2020-12-11 00:00:41,"Transfers In Last Hour(Top 5): 

Wilson(3748)
Salah(3709)
Ward-Prowse(2461)
Grealish(2326)
Bamford(2060)

Fri, 11 D… https://t.co/n1nBy5ANVy",,,0
224,Ravikumar,Ravics19,Chennai,False,73,1406,2,2020-12-10 23:59:55,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
225,Maria Ines Zamudio,mizamudio,"Chicago, IL",True,6413,1247,247,2020-12-10 23:58:47,@pansas18 The article is really good. And provides a lot more context. The map is interesting and is a quick visual… https://t.co/NfAAx9cJGZ,,,2
226,Matt Seitz,seitz2all,"San Jose, CA",False,446,897,1,2020-12-10 23:58:20,@_MoCowBell_ @AtwaterReal @DiogenesLamp0 @JesseRodriguez @MSNBC NY screwed up badly before their lockdown. Since th… https://t.co/bwJwg0UZW4,,,1
227,Sapientia,BlezsingW,,False,73,483,0,2020-12-10 23:54:30,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
228,Jajwalya Karajgikar,JajRK,"Fairfax, VA",False,273,1488,4,2020-12-10 23:53:22,Our Prof did this in the data visualization course I took and it forever makes me look at every chart I see critica… https://t.co/opXELtiHQj,,,0
229,Zion & Zion,ZIONandZION,"Tempe, AZ",True,5439,2059,193,2020-12-10 23:53:02,Zion &amp; Zion Associate Director of Media Brandi Clay discusses using data visualization tools to analyze data in ord… https://t.co/ESDGcZ2kf6,,,0
230,Michael Anazodo,MichealAnazodo,,False,78,419,0,2020-12-10 23:52:50,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
231,soyboy,jojomonsta7777,he/him,False,100,203,5,2020-12-10 23:52:09,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
232,John Prosper,JPROSP8,South Dakota,False,590,1583,5,2020-12-10 23:50:42,"RT @CartmanCoD: Going live now 

I'll be demoing some data visualization software that I've spent the last few months working on. Let's loo…",,,0
233,Carter,CartmanCoD,"Salt Lake City, UT",False,687,506,6,2020-12-10 23:48:48,"Going live now 

I'll be demoing some data visualization software that I've spent the last few months working on. L… https://t.co/Ksb7DLVL4B",,,12
234,buypick97,buypick97,,False,1,100,0,2020-12-10 23:48:13,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
235,Curious Luke,TheCuriousLuke,Switzerland,False,5703,261,156,2020-12-10 23:42:03,"RT @TheInsaneApp: 🔥 Data Visualization Cheatsheet

#DataScience #MachineLearning #BigData #ArtificialIntelligence #AI #ML https://t.co/OvGJ…",,,0
236,辻啓斗,oOgnxSLoJbENWJ2,,False,1083,5002,6,2020-12-10 23:42:01,"RT @TheInsaneApp: 🔥 Data Visualization Cheatsheet

#DataScience #MachineLearning #BigData #ArtificialIntelligence #AI #ML https://t.co/OvGJ…",,,0
237,Saurabh Jain,jsaurabh1995,"Jersey City, NJ",False,52,319,2,2020-12-10 23:41:42,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
238,Matt Seitz,seitz2all,"San Jose, CA",False,446,897,1,2020-12-10 23:40:26,@_MoCowBell_ @AtwaterReal @DiogenesLamp0 @JesseRodriguez @MSNBC FL tried the “protect the vulnerable” strategy. Res… https://t.co/fIS3mbM3ow,,,1
239,Jorge David,jorda0mega,"Miami, Florida",False,277,4989,11,2020-12-10 23:40:07,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
240,Lak Lakshmanan,lak_gcp,"Seattle, WA",False,4414,225,105,2020-12-10 23:39:53,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
241,Travis Stedman,travisstedman14,"Colorado Springs, CO",False,18,93,0,2020-12-10 23:39:47,@Wil__Hunter I have a good understanding of Power BI software and have used it on multiple projects for data visualization,,,0
242,Rush Shah,rushir_shah,,False,9,166,0,2020-12-10 23:36:43,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
243,Christoph Roser,ChristophRoser,Germany,False,1627,815,42,2020-12-10 23:36:22,The Advantage of Handwritten Data on the Shop Floor - https://t.co/huhqKYSUlK #CriticalThinking #Practice… https://t.co/xmXG5AAVbh,,,0
244,Federico Pigni,fapigni,Grenoble,False,275,255,27,2020-12-10 23:34:27,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
245,Argenis Martinez A.,ArgenisMartinez,"Toronto, Ontario",False,84,153,1,2020-12-10 23:33:50,"How large amounts of data can create this kind of visualization is amazing #nvidia #visualization #dataviz

https://t.co/y6CFHsMJ6N",,,0
246,Pietro Bartocci,PietroBartocci,,False,2005,4381,39,2020-12-10 23:33:39,RT @NREL: NREL's Kenny Gruchalla helps our researchers visualize large-scale #data and better understand their complex #research projects.…,,,0
247,Fabiola Rasgado,fabirasgado,,False,791,5001,347,2020-12-10 23:32:52,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
248,Javier Santoyo,jsantoyo,Edinburgh,False,1158,886,47,2020-12-10 23:28:57,"Giotto, a toolbox for integrative analysis and visualization of spatial expression data.
https://t.co/Di6rgUnotn",,,0
249,tai ♡,taiadaya,new york,False,439,1196,16,2020-12-10 23:28:10,"anyone know any easy to use, web-based data visualization tools for mapping/animating pictures to pictures?",,,0
250,The Spirit of Creative Technologies,TheSpiritofCre1,,False,4,2,0,2020-12-10 23:27:03,PROPOSED PROJECT: a data visualization that is critical of identity using play with web design pitched to young adults.,,,0
251,Oliver Hsu,oyhsu,"San Francisco, CA",False,114,631,1,2020-12-10 23:26:48,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
252,TechandCareers,TechandC,Global Citizen,False,241,350,6,2020-12-10 23:26:14,"RT @svpino: Some fundamental skills you want to develop as a Machine Learning Engineer:

1. Programming 
2. Data Management
3. Data Wrangli…",,,0
253,Emma Kironde Total Landscaping🗽,EmmaKironde,"Worcester, MA",False,1799,278,23,2020-12-10 23:22:58,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
254,Javascript Digest,javascriptd,Everywhere ,False,34405,2,7849,2020-12-10 23:21:35,RT @hackbuddyorg: MEETUP TONIGHT! RSVP via: https://t.co/OLQK2Qfyqi Want to build more stuff? Level up your #JavaScript skills by doing a B…,,,0
255,Jordi Petrovic,JordiPetrovic,,False,53,201,25,2020-12-10 23:21:09,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
256,L. Amber O'Hearn,ambimorph,"Boulder, CO",False,2443,822,91,2020-12-10 23:17:25,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
257,Chris Tessum,ctessum,"Urbana-Champaign, IL, USA",False,254,184,2,2020-12-10 23:17:00,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
258,Kevin Chandra,KevinKc95,Hong Kong,False,387,865,6,2020-12-10 23:16:48,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
259,Nicolas Ilg,nic_ilg,"Rio de Janeiro, Brazil",False,24,211,0,2020-12-10 23:13:30,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
260,Daniel Bogda,dabogda,Up In The Air,False,842,2508,176,2020-12-10 23:13:01,RT @cesifoti: This semester I had the pleasure to teach data visualization studio at an elite US university. Many students were interested…,,,0
261,Cat Tranfield,CatTranfield,"London, England",False,743,5007,18,2020-12-10 23:11:47,"RT @svpino: Data Visualization is an underrated skill. 

Your data is telling a story. Surfacing and presenting it to the world is an amazi…",,,0
